meal_name,carb,meat,vege,fruit,type,vegan,allergy,time
Apple Smoothie,None,None,None,apple,drinks,no,bean/nuts,Snack
Apple Smoothie,None,None,None,apple,drinks,yes,seafood,Snack
Apple Smoothie,None,None,None,apple,drinks,no,seafood,Snack
Apple Smoothie,None,None,None,apple,drinks,yes,gluten,Snack
Apple Smoothie,None,None,None,apple,drinks,no,gluten,Snack
Apple Smoothie,None,None,None,apple,drinks,yes,lactose,Snack
Apple Smoothie,None,None,None,apple,drinks,no,lactose,Snack
Strawberry Smoothie,None,None,None,strawberry,drinks,yes,None,Snack
Strawberry Smoothie,None,None,None,strawberry,drinks,no,None,Snack
Strawberry Smoothie,None,None,None,strawberry,drinks,yes,egg,Snack
Strawberry Smoothie,None,None,None,strawberry,drinks,no,egg,Snack
Strawberry Smoothie,None,None,None,strawberry,drinks,yes,bean/nuts,Snack
Strawberry Smoothie,None,None,None,strawberry,drinks,no,bean/nuts,Snack
Strawberry Smoothie,None,None,None,strawberry,drinks,yes,seafood,Snack
Strawberry Smoothie,None,None,None,strawberry,drinks,no,seafood,Snack
Strawberry Smoothie,None,None,None,strawberry,drinks,yes,gluten,Snack
Strawberry Smoothie,None,None,None,strawberry,drinks,no,gluten,Snack
Strawberry Smoothie,None,None,None,strawberry,drinks,yes,lactose,Snack
Strawberry Smoothie,None,None,None,strawberry,drinks,no,lactose,Snack
Mango Smoothie,None,None,None,mango,drinks,yes,None,Snack
Mango Smoothie,None,None,None,mango,drinks,no,None,Snack
Mango Smoothie,None,None,None,mango,drinks,yes,egg,Snack
Mango Smoothie,None,None,None,mango,drinks,no,egg,Snack
Mango Smoothie,None,None,None,mango,drinks,yes,bean/nuts,Snack
Mango Smoothie,None,None,None,mango,drinks,no,bean/nuts,Snack
Mango Smoothie,None,None,None,mango,drinks,yes,seafood,Snack
Mango Smoothie,None,None,None,mango,drinks,no,seafood,Snack
Mango Smoothie,None,None,None,mango,drinks,yes,gluten,Snack
Mango Smoothie,None,None,None,mango,drinks,no,gluten,Snack
Mango Smoothie,None,None,None,mango,drinks,yes,lactose,Snack
Mango Smoothie,None,None,None,mango,drinks,no,lactose,Snack
Kiwi Smoothie,None,None,None,kiwi,drinks,yes,None,Snack
Kiwi Smoothie,None,None,None,kiwi,drinks,no,None,Snack
Kiwi Smoothie,None,None,None,kiwi,drinks,yes,egg,Snack
Kiwi Smoothie,None,None,None,kiwi,drinks,no,egg,Snack
Kiwi Smoothie,None,None,None,kiwi,drinks,yes,bean/nuts,Snack
Kiwi Smoothie,None,None,None,kiwi,drinks,no,bean/nuts,Snack
Kiwi Smoothie,None,None,None,kiwi,drinks,yes,seafood,Snack
Kiwi Smoothie,None,None,None,kiwi,drinks,no,seafood,Snack
Kiwi Smoothie,None,None,None,kiwi,drinks,yes,gluten,Snack
Kiwi Smoothie,None,None,None,kiwi,drinks,no,gluten,Snack
Kiwi Smoothie,None,None,None,kiwi,drinks,yes,lactose,Snack
Kiwi Smoothie,None,None,None,kiwi,drinks,no,lactose,Snack
Avocado Smoothie,None,None,None,avocado,drinks,yes,None,Snack
Avocado Smoothie,None,None,None,avocado,drinks,no,None,Snack
Avocado Smoothie,None,None,None,avocado,drinks,yes,egg,Snack
Avocado Smoothie,None,None,None,avocado,drinks,no,egg,Snack
Avocado Smoothie,None,None,None,avocado,drinks,yes,bean/nuts,Snack
Avocado Smoothie,None,None,None,avocado,drinks,no,bean/nuts,Snack
Avocado Smoothie,None,None,None,avocado,drinks,yes,seafood,Snack
Avocado Smoothie,None,None,None,avocado,drinks,no,seafood,Snack
Avocado Smoothie,None,None,None,avocado,drinks,yes,gluten,Snack
Avocado Smoothie,None,None,None,avocado,drinks,no,gluten,Snack
Avocado Smoothie,None,None,None,avocado,drinks,yes,lactose,Snack
Avocado Smoothie,None,None,None,avocado,drinks,no,lactose,Snack
Banana Smoothie,None,None,None,banana,drinks,yes,None,Snack
Banana Smoothie,None,None,None,banana,drinks,no,None,Snack
Banana Smoothie,None,None,None,banana,drinks,yes,egg,Snack
Banana Smoothie,None,None,None,banana,drinks,no,egg,Snack
Banana Smoothie,None,None,None,banana,drinks,yes,bean/nuts,Snack
Banana Smoothie,None,None,None,banana,drinks,no,bean/nuts,Snack
Banana Smoothie,None,None,None,banana,drinks,yes,seafood,Snack
Banana Smoothie,None,None,None,banana,drinks,no,seafood,Snack
Banana Smoothie,None,None,None,banana,drinks,yes,gluten,Snack
Banana Smoothie,None,None,None,banana,drinks,no,gluten,Snack
Banana Smoothie,None,None,None,banana,drinks,yes,lactose,Snack
Banana Smoothie,None,None,None,banana,drinks,no,lactose,Snack
Carrot Smoothie,None,None,carrot,None,drinks,yes,None,Snack
Carrot Smoothie,None,None,carrot,None,drinks,no,None,Snack
Carrot Smoothie,None,None,carrot,None,drinks,yes,egg,Snack
Carrot Smoothie,None,None,carrot,None,drinks,no,egg,Snack
Carrot Smoothie,None,None,carrot,None,drinks,yes,bean/nuts,Snack
Carrot Smoothie,None,None,carrot,None,drinks,no,bean/nuts,Snack
Carrot Smoothie,None,None,carrot,None,drinks,yes,seafood,Snack
Carrot Smoothie,None,None,carrot,None,drinks,no,seafood,Snack
Carrot Smoothie,None,None,carrot,None,drinks,yes,gluten,Snack
Carrot Smoothie,None,None,carrot,None,drinks,no,gluten,Snack
Carrot Smoothie,None,None,carrot,None,drinks,yes,lactose,Snack
Carrot Smoothie,None,None,carrot,None,drinks,no,lactose,Snack
Baked potato,None,None,potato,None,baked,yes,None,Snack
Baked potato,None,None,potato,None,baked,no,None,Snack
Baked potato,None,None,potato,None,baked,yes,lactose,Snack
Baked potato,None,None,potato,None,baked,no,lactose,Snack
Baked potato,None,None,potato,None,baked,yes,egg,Snack
Baked potato,None,None,potato,None,baked,no,egg,Snack
Baked potato,None,None,potato,None,baked,yes,bean/nuts,Snack
Baked potato,None,None,potato,None,baked,no,bean/nuts,Snack
Baked potato,None,None,potato,None,baked,yes,gluten,Snack
Baked potato,None,None,potato,None,baked,no,gluten,Snack
Fruit Bowl (strawberry),None,None,None,strawberry,fruits,yes,None,Snack
Fruit Bowl (strawberry),None,None,None,strawberry,fruits,no,None,Snack
Fruit Bowl (strawberry),None,None,None,strawberry,fruits,yes,gluten,Snack
Fruit Bowl (strawberry),None,None,None,strawberry,fruits,no,gluten,Snack
Fruit Bowl (strawberry),None,None,None,strawberry,fruits,yes,lactose,Snack
Fruit Bowl (strawberry),None,None,None,strawberry,fruits,no,lactose,Snack
Fruit Bowl (strawberry),None,None,None,strawberry,fruits,yes,seafood,Snack
Fruit Bowl (strawberry),None,None,None,strawberry,fruits,no,seafood,Snack
Fruit Bowl (strawberry),None,None,None,strawberry,fruits,yes,egg,Snack
Fruit Bowl (strawberry),None,None,None,strawberry,fruits,no,egg,Snack
Fruit Bowl (strawberry),None,None,None,strawberry,fruits,yes,bean/nuts,Snack
Fruit Bowl (strawberry),None,None,None,strawberry,fruits,no,bean/nuts,Snack
Fruit Bowl (apple),None,None,None,apple,fruits,yes,None,Snack
Fruit Bowl (apple),None,None,None,apple,fruits,no,None,Snack
Fruit Bowl (apple),None,None,None,apple,fruits,yes,gluten,Snack
Fruit Bowl (apple),None,None,None,apple,fruits,no,gluten,Snack
Fruit Bowl (apple),None,None,None,apple,fruits,yes,lactose,Snack
Fruit Bowl (apple),None,None,None,apple,fruits,no,lactose,Snack
Fruit Bowl (apple),None,None,None,apple,fruits,yes,seafood,Snack
Fruit Bowl (apple),None,None,None,apple,fruits,no,seafood,Snack
Fruit Bowl (apple),None,None,None,apple,fruits,yes,egg,Snack
Fruit Bowl (apple),None,None,None,apple,fruits,no,egg,Snack
Fruit Bowl (apple),None,None,None,apple,fruits,yes,bean/nuts,Snack
Fruit Bowl (apple),None,None,None,apple,fruits,no,bean/nuts,Snack
Fruit Bowl (blueberry),None,None,None,blueberry,fruits,yes,None,Snack
Fruit Bowl (blueberry),None,None,None,blueberry,fruits,no,None,Snack
Fruit Bowl (blueberry),None,None,None,blueberry,fruits,yes,gluten,Snack
Fruit Bowl (blueberry),None,None,None,blueberry,fruits,no,gluten,Snack
Fruit Bowl (blueberry),None,None,None,blueberry,fruits,yes,lactose,Snack
Fruit Bowl (blueberry),None,None,None,blueberry,fruits,no,lactose,Snack
Fruit Bowl (blueberry),None,None,None,blueberry,fruits,yes,seafood,Snack
Fruit Bowl (blueberry),None,None,None,blueberry,fruits,no,seafood,Snack
Fruit Bowl (blueberry),None,None,None,blueberry,fruits,yes,egg,Snack
Fruit Bowl (blueberry),None,None,None,blueberry,fruits,no,egg,Snack
Fruit Bowl (blueberry),None,None,None,blueberry,fruits,yes,bean/nuts,Snack
Fruit Bowl (blueberry),None,None,None,blueberry,fruits,no,bean/nuts,Snack
Fruit Bowl (blackberry),None,None,None,blackberry,fruits,yes,None,Snack
Fruit Bowl (blackberry),None,None,None,blackberry,fruits,no,None,Snack
Fruit Bowl (blackberry),None,None,None,blackberry,fruits,yes,gluten,Snack
Fruit Bowl (blackberry),None,None,None,blackberry,fruits,no,gluten,Snack
Fruit Bowl (blackberry),None,None,None,blackberry,fruits,yes,lactose,Snack
Fruit Bowl (blackberry),None,None,None,blackberry,fruits,no,lactose,Snack
Fruit Bowl (blackberry),None,None,None,blackberry,fruits,yes,seafood,Snack
Fruit Bowl (blackberry),None,None,None,blackberry,fruits,no,seafood,Snack
Fruit Bowl (blackberry),None,None,None,blackberry,fruits,yes,egg,Snack
Fruit Bowl (blackberry),None,None,None,blackberry,fruits,no,egg,Snack
Fruit Bowl (blackberry),None,None,None,blackberry,fruits,yes,bean/nuts,Snack
Fruit Bowl (blackberry),None,None,None,blackberry,fruits,no,bean/nuts,Snack
Fruit Bowl (mango),None,None,None,mango,fruits,yes,None,Snack
Fruit Bowl (mango),None,None,None,mango,fruits,no,None,Snack
Fruit Bowl (mango),None,None,None,mango,fruits,yes,gluten,Snack
Fruit Bowl (mango),None,None,None,mango,fruits,no,gluten,Snack
Fruit Bowl (mango),None,None,None,mango,fruits,yes,lactose,Snack
Fruit Bowl (mango),None,None,None,mango,fruits,no,lactose,Snack
Fruit Bowl (mango),None,None,None,mango,fruits,yes,seafood,Snack
Fruit Bowl (mango),None,None,None,mango,fruits,no,seafood,Snack
Fruit Bowl (mango),None,None,None,mango,fruits,yes,egg,Snack
Fruit Bowl (mango),None,None,None,mango,fruits,no,egg,Snack
Fruit Bowl (mango),None,None,None,mango,fruits,yes,bean/nuts,Snack
Fruit Bowl (mango),None,None,None,mango,fruits,no,bean/nuts,Snack
Fruit Bowl (kiwi),None,None,None,kiwi,fruits,yes,None,Snack
Fruit Bowl (kiwi),None,None,None,kiwi,fruits,no,None,Snack
Fruit Bowl (kiwi),None,None,None,kiwi,fruits,yes,gluten,Snack
Fruit Bowl (kiwi),None,None,None,kiwi,fruits,no,gluten,Snack
Fruit Bowl (kiwi),None,None,None,kiwi,fruits,yes,lactose,Snack
Fruit Bowl (kiwi),None,None,None,kiwi,fruits,no,lactose,Snack
Fruit Bowl (kiwi),None,None,None,kiwi,fruits,yes,seafood,Snack
Fruit Bowl (kiwi),None,None,None,kiwi,fruits,no,seafood,Snack
Fruit Bowl (kiwi),None,None,None,kiwi,fruits,yes,egg,Snack
Fruit Bowl (kiwi),None,None,None,kiwi,fruits,no,egg,Snack
Fruit Bowl (kiwi),None,None,None,kiwi,fruits,yes,bean/nuts,Snack
Fruit Bowl (kiwi),None,None,None,kiwi,fruits,no,bean/nuts,Snack
Fruit Bowl (banana),None,None,None,banana,fruits,yes,None,Snack
Fruit Bowl (banana),None,None,None,banana,fruits,no,None,Snack
Fruit Bowl (banana),None,None,None,banana,fruits,yes,gluten,Snack
Fruit Bowl (banana),None,None,None,banana,fruits,no,gluten,Snack
Fruit Bowl (banana),None,None,None,banana,fruits,yes,lactose,Snack
Fruit Bowl (banana),None,None,None,banana,fruits,no,lactose,Snack
Fruit Bowl (banana),None,None,None,banana,fruits,yes,seafood,Snack
Fruit Bowl (banana),None,None,None,banana,fruits,no,seafood,Snack
Fruit Bowl (banana),None,None,None,banana,fruits,yes,egg,Snack
Fruit Bowl (banana),None,None,None,banana,fruits,no,egg,Snack
Fruit Bowl (banana),None,None,None,banana,fruits,yes,bean/nuts,Snack
Fruit Bowl (banana),None,None,None,banana,fruits,no,bean/nuts,Snack
Fruit Bowl (avocado),None,None,None,avocado,fruits,yes,None,Snack
Fruit Bowl (avocado),None,None,None,avocado,fruits,no,None,Snack
Fruit Bowl (avocado),None,None,None,avocado,fruits,yes,gluten,Snack
Fruit Bowl (avocado),None,None,None,avocado,fruits,no,gluten,Snack
Fruit Bowl (avocado),None,None,None,avocado,fruits,yes,lactose,Snack
Fruit Bowl (avocado),None,None,None,avocado,fruits,no,lactose,Snack
Fruit Bowl (avocado),None,None,None,avocado,fruits,yes,seafood,Snack
Fruit Bowl (avocado),None,None,None,avocado,fruits,no,seafood,Snack
Fruit Bowl (avocado),None,None,None,avocado,fruits,yes,egg,Snack
Fruit Bowl (avocado),None,None,None,avocado,fruits,no,egg,Snack
Fruit Bowl (avocado),None,None,None,avocado,fruits,yes,bean/nuts,Snack
Fruit Bowl (avocado),None,None,None,avocado,fruits,no,bean/nuts,Snack
Baked sweet potato,None,None,sweet potato,None,baked,yes,None,Snack
Baked sweet potato,None,None,sweet potato,None,baked,no,None,Snack
Baked sweet potato,None,None,sweet potato,None,baked,yes,lactose,Snack
Baked sweet potato,None,None,sweet potato,None,baked,no,lactose,Snack
Baked sweet potato,None,None,sweet potato,None,baked,yes,egg,Snack
Baked sweet potato,None,None,sweet potato,None,baked,no,egg,Snack
Baked sweet potato,None,None,sweet potato,None,baked,yes,bean/nuts,Snack
Baked sweet potato,None,None,sweet potato,None,baked,no,bean/nuts,Snack
Baked sweet potato,None,None,sweet potato,None,baked,yes,gluten,Snack
Baked sweet potato,None,None,sweet potato,None,baked,no,gluten,Snack
Rice cake with blueberry,rice,None,None,blueberry,baked,yes,seafood,Snack
Rice cake with blueberry,rice,None,None,blueberry,baked,no,seafood,Snack
Rice cake with blueberry,rice,None,None,blueberry,baked,yes,None,Snack
Rice cake with blueberry,rice,None,None,blueberry,baked,no,None,Snack
Rice cake with blueberry,rice,None,None,blueberry,baked,yes,lactose,Snack
Rice cake with blueberry,rice,None,None,blueberry,baked,no,lactose,Snack
Rice cake with blueberry,rice,None,None,blueberry,baked,yes,egg,Snack
Rice cake with blueberry,rice,None,None,blueberry,baked,no,egg,Snack
Rice cake with blueberry,rice,None,None,blueberry,baked,yes,bean/nuts,Snack
Rice cake with blueberry,rice,None,None,blueberry,baked,no,bean/nuts,Snack
Rice cake with blackberry,rice,None,None,blackberry,baked,yes,seafood,Snack
Rice cake with blackberry,rice,None,None,blackberry,baked,no,seafood,Snack
Rice cake with blackberry,rice,None,None,blackberry,baked,yes,None,Snack
Rice cake with blackberry,rice,None,None,blackberry,baked,no,None,Snack
Rice cake with blackberry,rice,None,None,blackberry,baked,yes,lactose,Snack
Rice cake with blackberry,rice,None,None,blackberry,baked,no,lactose,Snack
Rice cake with blackberry,rice,None,None,blackberry,baked,yes,egg,Snack
Rice cake with blackberry,rice,None,None,blackberry,baked,no,egg,Snack
Rice cake with blackberry,rice,None,None,blackberry,baked,yes,bean/nuts,Snack
Rice cake with blackberry,rice,None,None,blackberry,baked,no,bean/nuts,Snack
Rice cake with avocado,rice,None,None,avocado,baked,yes,seafood,Snack
Rice cake with avocado,rice,None,None,avocado,baked,no,seafood,Snack
Rice cake with avocado,rice,None,None,avocado,baked,yes,None,Snack
Rice cake with avocado,rice,None,None,avocado,baked,no,None,Snack
Rice cake with avocado,rice,None,None,avocado,baked,yes,lactose,Snack
Rice cake with avocado,rice,None,None,avocado,baked,no,lactose,Snack
Rice cake with avocado,rice,None,None,avocado,baked,yes,egg,Snack
Rice cake with avocado,rice,None,None,avocado,baked,no,egg,Snack
Rice cake with avocado,rice,None,None,avocado,baked,yes,bean/nuts,Snack
Rice cake with avocado,rice,None,None,avocado,baked,no,bean/nuts,Snack
Rice cake with apple,rice,None,None,apple,baked,yes,seafood,Snack
Rice cake with apple,rice,None,None,apple,baked,no,seafood,Snack
Rice cake with apple,rice,None,None,apple,baked,yes,None,Snack
Rice cake with apple,rice,None,None,apple,baked,no,None,Snack
Rice cake with apple,rice,None,None,apple,baked,yes,lactose,Snack
Rice cake with apple,rice,None,None,apple,baked,no,lactose,Snack
Rice cake with apple,rice,None,None,apple,baked,yes,egg,Snack
Rice cake with apple,rice,None,None,apple,baked,no,egg,Snack
Rice cake with apple,rice,None,None,apple,baked,yes,bean/nuts,Snack
Rice cake with apple,rice,None,None,apple,baked,no,bean/nuts,Snack
Rice cake with banana,rice,None,None,banana,baked,yes,seafood,Snack
Rice cake with banana,rice,None,None,banana,baked,no,seafood,Snack
Rice cake with banana,rice,None,None,banana,baked,yes,None,Snack
Rice cake with banana,rice,None,None,banana,baked,no,None,Snack
Rice cake with banana,rice,None,None,banana,baked,yes,lactose,Snack
Rice cake with banana,rice,None,None,banana,baked,no,lactose,Snack
Rice cake with banana,rice,None,None,banana,baked,yes,egg,Snack
Rice cake with banana,rice,None,None,banana,baked,no,egg,Snack
Rice cake with banana,rice,None,None,banana,baked,yes,bean/nuts,Snack
Rice cake with banana,rice,None,None,banana,baked,no,bean/nuts,Snack
Rice cake with kiwi,rice,None,None,kiwi,baked,yes,seafood,Snack
Rice cake with kiwi,rice,None,None,kiwi,baked,no,seafood,Snack
Rice cake with kiwi,rice,None,None,kiwi,baked,yes,None,Snack
Rice cake with kiwi,rice,None,None,kiwi,baked,no,None,Snack
Rice cake with kiwi,rice,None,None,kiwi,baked,yes,lactose,Snack
Rice cake with kiwi,rice,None,None,kiwi,baked,no,lactose,Snack
Rice cake with kiwi,rice,None,None,kiwi,baked,yes,egg,Snack
Rice cake with kiwi,rice,None,None,kiwi,baked,no,egg,Snack
Rice cake with kiwi,rice,None,None,kiwi,baked,yes,bean/nuts,Snack
Rice cake with kiwi,rice,None,None,kiwi,baked,no,bean/nuts,Snack
Rice cake with strawberry,rice,None,None,strawberry,baked,yes,seafood,Snack
Rice cake with strawberry,rice,None,None,strawberry,baked,no,seafood,Snack
Rice cake with strawberry,rice,None,None,strawberry,baked,yes,None,Snack
Rice cake with strawberry,rice,None,None,strawberry,baked,no,None,Snack
Rice cake with strawberry,rice,None,None,strawberry,baked,yes,lactose,Snack
Rice cake with strawberry,rice,None,None,strawberry,baked,no,lactose,Snack
Rice cake with strawberry,rice,None,None,strawberry,baked,yes,egg,Snack
Rice cake with strawberry,rice,None,None,strawberry,baked,no,egg,Snack
Rice cake with strawberry,rice,None,None,strawberry,baked,yes,bean/nuts,Snack
Rice cake with strawberry,rice,None,None,strawberry,baked,no,bean/nuts,Snack
Rice cake with mango,rice,None,None,mango,baked,yes,seafood,Snack
Rice cake with mango,rice,None,None,mango,baked,no,seafood,Snack
Rice cake with mango,rice,None,None,mango,baked,yes,None,Snack
Rice cake with mango,rice,None,None,mango,baked,no,None,Snack
Rice cake with mango,rice,None,None,mango,baked,yes,lactose,Snack
Rice cake with mango,rice,None,None,mango,baked,no,lactose,Snack
Rice cake with mango,rice,None,None,mango,baked,yes,egg,Snack
Rice cake with mango,rice,None,None,mango,baked,no,egg,Snack
Rice cake with mango,rice,None,None,mango,baked,yes,bean/nuts,Snack
Rice cake with mango,rice,None,None,mango,baked,no,bean/nuts,Snack
Tortilla with chickpea carrot curry,tortilla,None,chickpea,None,wrap,yes,None,Snack
Tortilla with chickpea carrot curry,tortilla,None,chickpea,None,wrap,no,None,Snack
Tortilla with chickpea carrot curry,tortilla,None,chickpea,None,wrap,yes,lactose,Snack
Tortilla with chickpea carrot curry,tortilla,None,chickpea,None,wrap,no,lactose,Snack
Tortilla with chickpea carrot curry,tortilla,None,chickpea,None,wrap,yes,egg,Snack
Tortilla with chickpea carrot curry,tortilla,None,chickpea,None,wrap,no,egg,Snack
Tortilla with chickpea carrot curry,tortilla,None,chickpea,None,wrap,yes,seafood,Snack
Tortilla with chickpea carrot curry,tortilla,None,chickpea,None,wrap,no,seafood,Snack
Tortilla with chickpea carrot curry,tortilla,None,carrot,None,wrap,yes,None,Snack
Tortilla with chickpea carrot curry,tortilla,None,carrot,None,wrap,no,None,Snack
Tortilla with chickpea carrot curry,tortilla,None,carrot,None,wrap,yes,lactose,Snack
Tortilla with chickpea carrot curry,tortilla,None,carrot,None,wrap,no,lactose,Snack
Tortilla with chickpea carrot curry,tortilla,None,carrot,None,wrap,yes,egg,Snack
Tortilla with chickpea carrot curry,tortilla,None,carrot,None,wrap,no,egg,Snack
Tortilla with chickpea carrot curry,tortilla,None,carrot,None,wrap,yes,seafood,Snack
Tortilla with chickpea carrot curry,tortilla,None,carrot,None,wrap,no,seafood,Snack
Corn tortilla with chickpea carrot curry,corn tortilla,None,chickpea,None,wrap,yes,None,Snack
Corn tortilla with chickpea carrot curry,corn tortilla,None,chickpea,None,wrap,no,None,Snack
Corn tortilla with chickpea carrot curry,corn tortilla,None,chickpea,None,wrap,yes,lactose,Snack
Corn tortilla with chickpea carrot curry,corn tortilla,None,chickpea,None,wrap,no,lactose,Snack
Corn tortilla with chickpea carrot curry,corn tortilla,None,chickpea,None,wrap,yes,egg,Snack
Corn tortilla with chickpea carrot curry,corn tortilla,None,chickpea,None,wrap,no,egg,Snack
Corn tortilla with chickpea carrot curry,corn tortilla,None,chickpea,None,wrap,yes,seafood,Snack
Corn tortilla with chickpea carrot curry,corn tortilla,None,chickpea,None,wrap,no,seafood,Snack
Corn tortilla with chickpea carrot curry,corn tortilla,None,chickpea,None,wrap,yes,gluten,Snack
Corn tortilla with chickpea carrot curry,corn tortilla,None,chickpea,None,wrap,no,gluten,Snack
Corn tortilla with chickpea carrot curry,corn tortilla,None,carrot,None,wrap,yes,None,Snack
Corn tortilla with chickpea carrot curry,corn tortilla,None,carrot,None,wrap,no,None,Snack
Corn tortilla with chickpea carrot curry,corn tortilla,None,carrot,None,wrap,yes,lactose,Snack
Corn tortilla with chickpea carrot curry,corn tortilla,None,carrot,None,wrap,no,lactose,Snack
Corn tortilla with chickpea carrot curry,corn tortilla,None,carrot,None,wrap,yes,egg,Snack
Corn tortilla with chickpea carrot curry,corn tortilla,None,carrot,None,wrap,no,egg,Snack
Corn tortilla with chickpea carrot curry,corn tortilla,None,carrot,None,wrap,yes,seafood,Snack
Corn tortilla with chickpea carrot curry,corn tortilla,None,carrot,None,wrap,no,seafood,Snack
Corn tortilla with chickpea carrot curry,corn tortilla,None,carrot,None,wrap,yes,gluten,Snack
Corn tortilla with chickpea carrot curry,corn tortilla,None,carrot,None,wrap,no,gluten,Snack
Avocado Toast,bread,None,None,avocado,toast,yes,None,Snack
Avocado Toast,bread,None,None,avocado,toast,no,None,Snack
Avocado Toast,bread,None,None,avocado,toast,yes,seafood,Snack
Avocado Toast,bread,None,None,avocado,toast,no,seafood,Snack
Avocado Toast,bread,None,None,avocado,toast,yes,lactose,Snack
Avocado Toast,bread,None,None,avocado,toast,no,lactose,Snack
Avocado Toast,bread,None,None,avocado,toast,yes,egg,Snack
Avocado Toast,bread,None,None,avocado,toast,no,egg,Snack
Avocado Toast,bread,None,None,avocado,toast,yes,bean/nuts,Snack
Avocado Toast,bread,None,None,avocado,toast,no,bean/nuts,Snack
Blueberry Toast,bread,None,None,blueberry,toast,yes,None,Snack
Blueberry Toast,bread,None,None,blueberry,toast,no,None,Snack
Blueberry Toast,bread,None,None,blueberry,toast,yes,seafood,Snack
Blueberry Toast,bread,None,None,blueberry,toast,no,seafood,Snack
Blueberry Toast,bread,None,None,blueberry,toast,yes,lactose,Snack
Blueberry Toast,bread,None,None,blueberry,toast,no,lactose,Snack
Blueberry Toast,bread,None,None,blueberry,toast,yes,egg,Snack
Blueberry Toast,bread,None,None,blueberry,toast,no,egg,Snack
Blueberry Toast,bread,None,None,blueberry,toast,yes,bean/nuts,Snack
Blueberry Toast,bread,None,None,blueberry,toast,no,bean/nuts,Snack
Blackberry Toast,bread,None,None,blackberry,toast,yes,None,Snack
Blackberry Toast,bread,None,None,blackberry,toast,no,None,Snack
Blackberry Toast,bread,None,None,blackberry,toast,yes,seafood,Snack
Blackberry Toast,bread,None,None,blackberry,toast,no,seafood,Snack
Blackberry Toast,bread,None,None,blackberry,toast,yes,lactose,Snack
Blackberry Toast,bread,None,None,blackberry,toast,no,lactose,Snack
Blackberry Toast,bread,None,None,blackberry,toast,yes,egg,Snack
Blackberry Toast,bread,None,None,blackberry,toast,no,egg,Snack
Blackberry Toast,bread,None,None,blackberry,toast,yes,bean/nuts,Snack
Blackberry Toast,bread,None,None,blackberry,toast,no,bean/nuts,Snack
Strawberry Toast,bread,None,None,strawberry,toast,yes,None,Snack
Strawberry Toast,bread,None,None,strawberry,toast,no,None,Snack
Strawberry Toast,bread,None,None,strawberry,toast,yes,seafood,Snack
Strawberry Toast,bread,None,None,strawberry,toast,no,seafood,Snack
Strawberry Toast,bread,None,None,strawberry,toast,yes,lactose,Snack
Strawberry Toast,bread,None,None,strawberry,toast,no,lactose,Snack
Strawberry Toast,bread,None,None,strawberry,toast,yes,egg,Snack
Strawberry Toast,bread,None,None,strawberry,toast,no,egg,Snack
Strawberry Toast,bread,None,None,strawberry,toast,yes,bean/nuts,Snack
Strawberry Toast,bread,None,None,strawberry,toast,no,bean/nuts,Snack
Apple Toast,bread,None,None,apple,toast,yes,None,Snack
Apple Toast,bread,None,None,apple,toast,no,None,Snack
Apple Toast,bread,None,None,apple,toast,yes,seafood,Snack
Apple Toast,bread,None,None,apple,toast,no,seafood,Snack
Apple Toast,bread,None,None,apple,toast,yes,lactose,Snack
Apple Toast,bread,None,None,apple,toast,no,lactose,Snack
Apple Toast,bread,None,None,apple,toast,yes,egg,Snack
Apple Toast,bread,None,None,apple,toast,no,egg,Snack
Apple Toast,bread,None,None,apple,toast,yes,bean/nuts,Snack
Apple Toast,bread,None,None,apple,toast,no,bean/nuts,Snack
Banana Toast,bread,None,None,banana,toast,yes,None,Snack
Banana Toast,bread,None,None,banana,toast,no,None,Snack
Banana Toast,bread,None,None,banana,toast,yes,seafood,Snack
Banana Toast,bread,None,None,banana,toast,no,seafood,Snack
Banana Toast,bread,None,None,banana,toast,yes,lactose,Snack
Banana Toast,bread,None,None,banana,toast,no,lactose,Snack
Banana Toast,bread,None,None,banana,toast,yes,egg,Snack
Banana Toast,bread,None,None,banana,toast,no,egg,Snack
Banana Toast,bread,None,None,banana,toast,yes,bean/nuts,Snack
Banana Toast,bread,None,None,banana,toast,no,bean/nuts,Snack
French Toast,bread,egg,None,None,toast,no,None,Snack
French Toast,bread,egg,None,None,toast,no,lactose,Snack
French Toast,bread,egg,None,None,toast,no,bean/nuts,Snack
French Toast,bread,egg,None,None,toast,no,seafood,Snack
Beef Sandwich,bread,beef,lettuce,None,toast,no,None,Snack
Beef Sandwich,bread,beef,lettuce,None,toast,no,seafood,Snack
Beef Sandwich,bread,beef,lettuce,None,toast,no,lactose,Snack
Beef Sandwich,bread,beef,lettuce,None,toast,no,egg,Snack
Beef Sandwich,bread,beef,lettuce,None,toast,no,bean/nuts,Snack
Chicken Sandwish,bread,chicken,lettuce,None,toast,no,None,Snack
Chicken Sandwish,bread,chicken,lettuce,None,toast,no,lactose,Snack
Chicken Sandwish,bread,chicken,lettuce,None,toast,no,egg,Snack
Chicken Sandwish,bread,chicken,lettuce,None,toast,no,bean/nuts,Snack
Chicken Sandwish,bread,chicken,lettuce,None,toast,no,seafood,Snack
Tuna Sandwish,bread,tuna,lettuce,None,toast,no,None,Snack
Tuna Sandwish,bread,tuna,lettuce,None,toast,no,lactose,Snack
Tuna Sandwish,bread,tuna,lettuce,None,toast,no,egg,Snack
